Country,Country Code,Year,GDP_growth,GCF_percent,Delta_GCF_pct,Delta_GDP_growth,Period
Viet Nam,VNM,1998,5.7644554584884276,29.04987853757579,0.750295917678649,-2.387628684865774,1995-1999
Viet Nam,VNM,1999,4.7735868834498945,27.629756314665627,-1.4201222229101624,-0.9908685750385331,1995-1999
Viet Nam,VNM,2000,6.787316404631511,29.609913822382634,1.9801575077170064,2.0137295211816166,2000-2004
Viet Nam,VNM,2001,6.192893312333766,31.172773454949663,1.5628596325670294,-0.5944230922977454,2000-2004
Viet Nam,VNM,2002,6.320820991608329,33.22053449106133,2.047761036111666,0.1279276792745634,2000-2004
Viet Nam,VNM,2003,6.899063490552578,35.444857957463036,2.2243234664017066,0.578242498944249,2000-2004
Viet Nam,VNM,2004,7.536410608903864,35.465331668779974,0.020473711316938648,0.6373471183512862,2000-2004
Viet Nam,VNM,2005,7.547247728959178,33.757402891244105,-1.7079287775358694,0.010837120055313676,2005-2009
Viet Nam,VNM,2006,6.9779548105671125,34.53665107647671,0.7792481852326034,-0.5692929183920654,2005-2009
Viet Nam,VNM,2007,7.129504486054387,39.566270897014604,5.029619820537896,0.15154967548727427,2005-2009
Viet Nam,VNM,2008,5.6617712089136205,36.49312179658141,-3.0731491004331914,-1.4677332771407663,2005-2009
Viet Nam,VNM,2009,5.3978975401418126,37.162555433521504,0.6694336369400915,-0.26387366877180796,2005-2009
Viet Nam,VNM,2010,6.423244822394821,37.099076171516785,-0.06347926200471932,1.0253472822530085,2010-2014
Viet Nam,VNM,2011,6.413168896816828,32.37114344292238,-4.7279327285944035,-0.010075925577993416,2010-2014
Viet Nam,VNM,2012,5.504544704118899,30.55928976965664,-1.811853673265741,-0.9086241926979284,2010-2014
Viet Nam,VNM,2013,5.553510810260718,30.21290346095931,-0.3463863086973298,0.048966106141818955,2010-2014
Viet Nam,VNM,2014,6.422243121185673,30.289026786099132,0.07612332513982167,0.8687323109249547,2010-2014
Viet Nam,VNM,2015,6.98715430598611,32.10891581782167,1.8198890317225356,0.5649111848004367,2015-2019
Viet Nam,VNM,2016,6.690008926604236,31.724539095104248,-0.38437672271741974,-0.2971453793818739,2015-2019
Viet Nam,VNM,2017,6.94019037359206,32.30530092009896,0.5807618249947097,0.2501814469878241,2015-2019
Viet Nam,VNM,2018,7.465006855727509,32.019502902432976,-0.28579801766598223,0.5248164821354493,2015-2019
Viet Nam,VNM,2019,7.359262701050056,31.979960656579742,-0.03954224585323374,-0.10574415467745268,2015-2019
Viet Nam,VNM,2020,2.865413209122721,31.915688393806047,-0.06427226277369513,-4.493849491927335,2020-2024
Viet Nam,VNM,2021,2.553728526481308,32.895602336690075,0.9799139428840284,-0.31168468264141325,2020-2024
Viet Nam,VNM,2022,8.537500467557877,32.340499444496054,-0.5551028921940215,5.983771941076569,2020-2024
Viet Nam,VNM,2023,5.06502391455075,31.646595976562775,-0.6939034679332785,-3.4724765530071267,2020-2024
Viet Nam,VNM,2024,7.091187466339747,,,2.026163551788997,2020-2024
